claimId,userId,contractId,policyType,firstName,lastName,profession,phone,email,postalAddress,incidentType,incidentDate,incidentTime,incidentLocation,incidentDescription,damages,thirdPartyInvolved,supportingFilesCount,label,indemnity,isCompatible,isDuplicate
226,30,25,transport,Maurice,Fischer,Commerçant,02 23 34 03 16,hlopes@example.com,avenue de Hardy,maladie,2024-10-22,00:59,Richard,Inondation à Martinezdan,Frais médicaux,True,0,suspicieux,0,False,False
227,21,92,professionnelle,Hortense,Roux,Enseignant,04 74 04 29 98,elodie37@example.net,"897, chemin de Moulin",accident,2025-05-12,17:03,Saint Aurore,Incendie dans une maison à Sainte Philippe,Bijoux volés,True,3,suspicieux,0,False,False
228,41,74,responsabilité civile,Thomas,Delannoy,Médecin,+33 (0)5 33 65 18 09,jbrunet@example.org,rue Bertrand Pruvost,dégât des eaux,2025-04-10,19:50,PierreVille,Incident non précisé,Dommages divers,True,3,suspicieux,0,False,False
229,34,12,responsabilité civile,Madeleine,Denis,Médecin,0486435599,othibault@example.com,"6, boulevard Jérôme Diallo",incendie,2024-07-10,05:36,Saint Marianne-la-Forêt,Collision à RollandBourg,Murs et sol endommagés,True,3,suspicieux,0,False,False
230,31,43,automobile,Nicolas,Gonzalez,Médecin,+33 (0)5 54 74 00 33,simone75@example.org,"22, avenue de Ruiz",maladie,2024-09-25,16:07,Marion,Incendie dans une maison à Lucas-sur-Sauvage,Murs et sol endommagés,True,0,suspicieux,0,False,False
231,46,4,professionnelle,Susan,Besson,Commerçant,+33 4 43 50 38 68,valentinluce@example.org,boulevard de Leroux,incendie,2025-02-17,10:31,Aubertdan,Collision à Launay,Pare-chocs endommagé,False,0,suspicieux,0,False,False
232,2,82,voyage,Nathalie,Bailly,Commerçant,0634582521,glegendre@example.net,"5, avenue de Devaux",dégât des eaux,2024-11-05,20:36,Sainte Geneviève,Inondation à Brunel,Mobilier brûlé,False,2,suspicieux,0,False,False
233,36,38,santé,Gilbert,Lejeune,Médecin,0587449498,helene91@example.com,"7, chemin Philippine Jacquet",maladie,2024-08-18,15:38,Sainte Capucine,Collision à Morel-les-Bains,Mobilier brûlé,True,3,suspicieux,0,True,False
234,19,19,santé,Gabrielle,Leleu,Médecin,0327987071,alexandrialetellier@example.net,"73, rue Océane Chartier",vol,2025-04-14,20:31,Weissdan,Incendie dans une maison à Leconte-sur-Mer,Pare-chocs endommagé,True,3,suspicieux,0,False,False
235,11,41,professionnelle,Thibaut,Chauvin,Commerçant,+33 (0)5 64 36 92 58,zcourtois@example.net,"246, avenue de Albert",incendie,2025-03-27,19:26,Dos Santos,Incendie dans une maison à Blanchetnec,Murs et sol endommagés,True,2,suspicieux,0,False,False
236,1,20,voyage,Camille,Paris,Médecin,+33 5 19 86 42 18,arthur12@example.org,"50, avenue Andre",incendie,2024-10-21,20:59,Maillard-sur-Mer,Inondation à Rogernec,Pare-chocs endommagé,True,3,suspicieux,0,False,True
237,15,91,santé,Raymond,Monnier,Médecin,+33 6 24 42 78 30,noeldorothee@example.com,"14, rue Aimé Toussaint",dégât des eaux,2025-03-14,04:31,Delmas-sur-Caron,Collision à Sainte Margauxboeuf,Bijoux volés,False,0,suspicieux,0,False,False
238,43,59,automobile,Renée,Teixeira,Ingénieur,+33 2 77 51 29 24,noelweber@example.org,"91, boulevard Boucher",incendie,2025-06-12,17:08,Couturier,Incident non précisé,Dommages divers,False,0,suspicieux,0,False,False
239,15,100,voyage,Michel,Brunet,Ingénieur,0262110703,alain64@example.net,"56, boulevard Philippe",vol,2025-05-01,14:22,Dos Santos-la-Forêt,Maladie grave diagnostiquée,Mobilier brûlé,True,1,suspicieux,0,False,False
240,27,78,automobile,Suzanne,Prévost,Enseignant,+33 4 26 82 56 72,qbegue@example.org,"7, rue Stéphanie Chauvet",vol,2024-06-22,11:06,Germain,Incident non précisé,Dommages divers,False,2,suspicieux,0,True,False
241,7,95,voyage,Alexandre,Gomes,Ingénieur,+33 (0)5 36 50 23 51,robertpruvost@example.net,"99, boulevard Hamon",vol,2024-07-10,01:17,Gimenez,Collision à Chartier-sur-Duhamel,Pare-chocs endommagé,True,2,suspicieux,0,False,False
242,48,53,santé,Xavier,Chartier,Chauffeur,+33 (0)3 67 88 65 03,blancremy@example.com,boulevard de Le Roux,dégât des eaux,2025-05-17,17:48,Laurent-la-Forêt,Incident non précisé,Dommages divers,True,0,suspicieux,0,False,False
243,14,15,voyage,Colette,Lamy,Chauffeur,0437002403,uleleu@example.org,avenue de Ferrand,vol,2024-11-27,11:00,Saint Maggie,Vol d’objets à Brun-la-Forêt,Pare-chocs endommagé,True,1,suspicieux,0,False,False
244,21,59,santé,Christelle,Laroche,Commerçant,03 21 94 40 93,gcoste@example.com,"52, boulevard de Bourgeois",dégât des eaux,2025-02-09,02:57,Laine,Vol d’objets à Saint Henri-la-Forêt,Mobilier brûlé,True,1,suspicieux,0,False,False
245,20,78,santé,Henri,Marques,Chauffeur,+33 (0)5 59 75 18 68,audreylagarde@example.org,"54, rue Bruneau",incendie,2024-12-11,19:43,Martins,Vol d’objets à RamosVille,Murs et sol endommagés,True,0,suspicieux,0,False,True
246,27,100,habitation,Sophie,Deschamps,Ingénieur,+33 (0)5 24 32 43 35,xblondel@example.org,"73, avenue de Marty",accident,2025-04-24,12:31,Saint Aimé,Vol d’objets à Sainte AlexandreVille,Murs et sol endommagés,True,2,suspicieux,0,False,False
247,9,66,automobile,Sylvie,Vasseur,Commerçant,+33 (0)5 67 18 02 52,cdelannoy@example.org,"28, boulevard Nath Carlier",vol,2024-12-01,19:06,Schneider,Incident non précisé,Dommages divers,False,1,suspicieux,0,True,False
248,46,28,professionnelle,Manon,Sauvage,Commerçant,0344359838,denis98@example.com,"28, rue de Pons",dégât des eaux,2025-05-05,08:18,De Sousa-sur-Mathieu,Collision à Saint Émile,Bijoux volés,True,3,suspicieux,0,False,False
249,18,97,professionnelle,Manon,Alves,Ingénieur,+33 3 28 42 30 76,guyonisaac@example.org,"99, boulevard de Vasseur",maladie,2024-11-23,05:14,Saint Martin-la-Forêt,Incident non précisé,Dommages divers,True,1,suspicieux,0,False,False
250,47,15,professionnelle,Gilles,Munoz,Ingénieur,+33 3 51 84 60 76,chantal13@example.com,chemin Lambert,maladie,2025-02-15,15:02,Saint Maryse-les-Bains,Collision à Lesage,Pare-chocs endommagé,False,0,suspicieux,0,False,False
251,42,13,transport,Daniel,Martins,Ingénieur,0518033616,matthieu37@example.org,"31, rue Victoire Guillou",maladie,2024-12-17,18:21,Traore,Collision à Leclercq,Bijoux volés,False,0,suspicieux,0,False,False
252,30,89,automobile,Thérèse,Vasseur,Enseignant,05 58 49 36 02,lucasle-goff@example.org,"59, chemin Leroux",vol,2024-08-03,15:19,Rodriguesboeuf,Incendie dans une maison à Thierry,Frais médicaux,True,3,valide,1941,True,False
253,3,21,santé,Hortense,Rousset,Médecin,0352270811,francoisleger@example.net,"4, chemin Lefèvre",accident,2025-06-07,14:29,Launaynec,Inondation à Saint Édith,Mobilier brûlé,False,3,suspicieux,0,False,False
254,36,77,santé,Édith,Boulay,Commerçant,0636805437,hmartineau@example.net,"48, rue Michelle Rossi",incendie,2025-06-06,19:29,Turpin,Inondation à Robert,Pare-chocs endommagé,False,0,suspicieux,0,False,False
255,22,100,automobile,Martine,Dumont,Chauffeur,+33 2 90 67 14 91,nathalie32@example.com,avenue de François,vol,2025-06-17,05:35,Saint Gabrielboeuf,Maladie grave diagnostiquée,Frais médicaux,False,2,valide,3279,True,False
256,29,61,automobile,Victor,Charrier,Enseignant,0750539821,brigitte14@example.net,"381, rue Humbert",accident,2025-05-19,07:35,Paul-les-Bains,Incident non précisé,Dommages divers,True,0,suspicieux,0,True,False
257,12,35,santé,Augustin,Chauvin,Enseignant,+33 (0)4 91 79 88 91,christinecoste@example.org,"933, rue de Rousseau",maladie,2025-04-28,14:18,Lacombe,Inondation à Étienne,Frais médicaux,True,3,valide,1384,True,False
258,17,14,transport,Amélie,Maury,Commerçant,+33 1 83 24 93 23,lucie45@example.net,"64, avenue Riou",accident,2025-02-15,21:39,Saint Édouard,Incendie dans une maison à Guillon,Pare-chocs endommagé,False,3,suspicieux,0,False,False
259,37,45,santé,Marcelle,Bousquet,Chauffeur,+33 (0)5 49 30 90 36,celina78@example.com,avenue de Martinez,accident,2025-02-07,15:51,Sainte Susan,Inondation à Delahaye,Murs et sol endommagés,True,0,suspicieux,0,False,False
260,16,81,responsabilité civile,Xavier,Thomas,Médecin,05 55 05 68 75,huguesmorel@example.org,"170, rue de Dumas",dégât des eaux,2024-11-29,12:53,Baron-sur-Hamel,Incident non précisé,Dommages divers,False,1,suspicieux,0,False,False
261,15,73,voyage,Matthieu,Guillet,Ingénieur,+33 (0)6 34 43 22 96,hmoulin@example.net,"94, rue Klein",accident,2025-04-25,02:40,Marchand,Incendie dans une maison à Saint Alexandre,Frais médicaux,True,2,suspicieux,0,False,False
262,18,73,santé,Édouard,Lopes,Ingénieur,+33 5 56 79 27 69,groy@example.org,"17, rue Eugène Bertrand",accident,2024-10-03,11:07,Jean,Vol d’objets à Tessier-sur-Chauveau,Bijoux volés,True,0,suspicieux,0,False,False
263,45,28,santé,Alix,Leblanc,Enseignant,+33 4 78 96 35 97,umartinez@example.net,"1, rue de Le Goff",dégât des eaux,2024-06-23,00:54,Mercier,Maladie grave diagnostiquée,Frais médicaux,True,3,suspicieux,0,False,False
264,18,57,responsabilité civile,Monique,Vallée,Commerçant,+33 (0)5 47 83 31 59,phubert@example.net,"18, rue Marie Delmas",vol,2024-06-28,01:46,DuhamelVille,Maladie grave diagnostiquée,Bijoux volés,False,1,suspicieux,0,False,False
265,44,94,habitation,Théophile,Gilbert,Enseignant,+33 (0)1 79 41 16 59,josephine52@example.org,"796, rue de Barbe",incendie,2024-10-01,06:04,Marion-sur-Collin,Incendie dans une maison à Moulin,Mobilier brûlé,False,3,suspicieux,0,True,False
266,9,18,voyage,Amélie,Gomes,Ingénieur,0246324243,verdierbertrand@example.com,"5, avenue Pénélope Alves",maladie,2025-06-03,12:56,Henry,Collision à Saint Alix-la-Forêt,Mobilier brûlé,False,3,suspicieux,0,True,False
267,46,1,habitation,Capucine,Toussaint,Enseignant,01 73 39 94 56,ncharles@example.com,"767, boulevard Arthur Robin",maladie,2024-10-13,22:23,Saint Constance-les-Bains,Incident non précisé,Dommages divers,False,1,suspicieux,0,False,False
268,5,90,automobile,Vincent,Merle,Chauffeur,0698348835,maggieallard@example.com,"17, rue Jeannine Vidal",vol,2024-07-10,12:42,CousinBourg,Incident non précisé,Dommages divers,True,2,suspicieux,0,True,False
269,16,11,voyage,Charles,Bodin,Commerçant,+33 2 34 91 69 61,oliviermorvan@example.net,"93, avenue Roussel",accident,2024-09-09,06:35,Salmon,Incident non précisé,Dommages divers,True,3,suspicieux,0,False,False
270,16,86,responsabilité civile,Brigitte,Martin,Enseignant,02 30 50 09 50,jolyrenee@example.net,"358, avenue de Navarro",dégât des eaux,2024-08-04,21:42,Morel,Incendie dans une maison à Hernandez-sur-Coulon,Frais médicaux,True,0,suspicieux,0,False,False
271,13,63,transport,Aurélie,Bailly,Ingénieur,+33 3 59 56 19 43,boutingabriel@example.com,boulevard Raymond,vol,2025-03-22,10:49,Philippe,Incendie dans une maison à GuilbertVille,Mobilier brûlé,False,1,valide,545,True,False
272,17,17,voyage,Aimé,Gay,Commerçant,03 27 65 96 90,znguyen@example.net,"45, boulevard Faure",maladie,2024-10-30,15:38,Perez,Incident non précisé,Dommages divers,True,3,suspicieux,0,True,False
273,47,88,santé,Sylvie,Descamps,Chauffeur,+33 (0)3 24 98 68 11,bernard74@example.org,"6, rue Christophe Moulin",incendie,2024-10-01,04:15,Jacquet-la-Forêt,Inondation à François,Frais médicaux,False,0,suspicieux,0,False,False
274,39,59,responsabilité civile,Charlotte,Delahaye,Ingénieur,+33 (0)4 27 50 08 90,iboulay@example.com,"29, rue Gallet",vol,2025-02-08,01:31,Antoine,Incident non précisé,Dommages divers,False,0,suspicieux,0,False,False
275,47,17,voyage,Julien,Delaunay,Médecin,05 96 73 38 80,jlebreton@example.com,"30, boulevard Xavier Leroy",incendie,2024-11-05,11:04,Ledoux-sur-Fouquet,Incident non précisé,Dommages divers,True,2,suspicieux,0,False,False
276,41,89,habitation,François,Pineau,Commerçant,0360583939,virginiegeorges@example.com,"76, avenue Weiss",accident,2024-08-28,17:43,Lebrun,Inondation à Lagarde,Bijoux volés,True,1,suspicieux,0,False,False
277,10,47,transport,Denise,Poirier,Médecin,+33 2 41 70 90 21,constancepasquier@example.org,"54, avenue Martin Langlois",dégât des eaux,2024-09-20,13:32,Delaunay-les-Bains,Incendie dans une maison à Collindan,Murs et sol endommagés,False,2,suspicieux,0,False,False
278,33,46,transport,Nath,Delorme,Médecin,+33 (0)2 30 00 35 68,arthurpereira@example.net,"1, boulevard Gérard Durand",accident,2024-09-18,12:17,Evrard,Collision à Saint MichelleVille,Murs et sol endommagés,False,1,suspicieux,0,False,False
279,50,34,santé,Adélaïde,Dias,Chauffeur,+33 (0)4 97 89 03 21,fnguyen@example.org,"21, avenue Zoé Berger",incendie,2024-10-18,20:24,Georges,Inondation à Sainte Isaac,Bijoux volés,False,0,suspicieux,0,False,False
280,32,6,responsabilité civile,Antoine,Henry,Ingénieur,04 34 03 39 38,gilbert95@example.org,"86, rue Nicolas",dégât des eaux,2025-06-11,20:37,Perrindan,Maladie grave diagnostiquée,Frais médicaux,True,0,suspicieux,0,False,False
281,17,19,responsabilité civile,Laure,Costa,Chauffeur,0476143219,audrey15@example.net,"7, boulevard Hamel",incendie,2025-03-22,13:41,Étienne,Maladie grave diagnostiquée,Pare-chocs endommagé,False,1,suspicieux,0,False,True
282,49,73,santé,Claudine,Colin,Enseignant,04 32 30 63 24,fournierpaul@example.com,"54, chemin de Tessier",maladie,2024-10-08,11:52,Saint Martine,Inondation à Loiseau-les-Bains,Bijoux volés,True,1,valide,1073,True,False
283,9,21,professionnelle,Jules,Regnier,Commerçant,0351974413,christine96@example.com,"4, avenue de Mendès",maladie,2025-05-17,20:50,Saint Eugène,Maladie grave diagnostiquée,Frais médicaux,False,2,suspicieux,0,False,True
284,1,89,habitation,Camille,Paul,Chauffeur,+33 2 33 42 72 69,ojoubert@example.com,"46, rue Agathe Pineau",accident,2025-01-17,11:46,Caron,Incendie dans une maison à PascalVille,Pare-chocs endommagé,True,2,suspicieux,0,False,False
285,7,37,automobile,Margaux,Blot,Médecin,0478916238,ugregoire@example.com,"54, avenue Jean",vol,2024-12-20,11:54,Perrot-les-Bains,Incendie dans une maison à Berthelot-sur-Maillet,Frais médicaux,False,0,suspicieux,0,True,False
286,29,78,habitation,Alain,Bourgeois,Chauffeur,0479132056,bernardroger@example.com,"99, chemin Bonnet",maladie,2024-08-24,14:47,Charles,Maladie grave diagnostiquée,Frais médicaux,True,1,suspicieux,0,False,False
287,25,66,responsabilité civile,Guy,Rousseau,Médecin,0177330849,edescamps@example.net,"598, boulevard Chartier",maladie,2024-08-15,04:48,Sainte Nath,Collision à Le Roux,Pare-chocs endommagé,False,3,suspicieux,0,False,False
288,4,2,responsabilité civile,Christine,Thierry,Chauffeur,+33 (0)6 35 92 98 06,lemaitrenathalie@example.net,"37, rue Odette Richard",accident,2024-09-09,16:46,Boutin,Incendie dans une maison à Saint Madeleinenec,Murs et sol endommagés,True,3,suspicieux,0,True,False
289,16,100,voyage,Marthe,Perez,Enseignant,+33 4 49 25 74 56,bigotadrien@example.org,"867, rue Bouvier",accident,2025-01-28,19:33,LégerBourg,Maladie grave diagnostiquée,Pare-chocs endommagé,False,1,suspicieux,0,False,False
290,44,99,responsabilité civile,Emmanuelle,Buisson,Chauffeur,+33 2 14 70 55 43,victor67@example.net,"5, boulevard de Pascal",accident,2025-04-12,05:42,Laroche,Vol d’objets à Saint Laurence-les-Bains,Frais médicaux,True,1,valide,2568,True,False
291,3,71,responsabilité civile,Antoine,Brun,Médecin,0236051973,wboulay@example.com,"3, rue de Charrier",dégât des eaux,2024-07-05,22:02,Morin-sur-Mer,Vol d’objets à Lebrundan,Mobilier brûlé,True,0,suspicieux,0,False,False
292,34,4,habitation,Zacharie,Roussel,Ingénieur,05 64 63 98 26,lperret@example.com,avenue Bouchet,incendie,2025-03-23,10:46,Sainte Brigitte,Inondation à Gimenez-les-Bains,Pare-chocs endommagé,False,3,valide,5385,True,False
293,23,88,habitation,Daniel,Sanchez,Chauffeur,+33 (0)6 09 74 47 34,denis30@example.com,"7, boulevard Nath Leleu",vol,2025-04-28,21:34,LégerBourg,Collision à Rossi,Frais médicaux,False,0,suspicieux,0,True,False
294,22,83,professionnelle,Tristan,Chrétien,Commerçant,07 56 16 42 51,marie97@example.net,"48, boulevard de Leroux",accident,2024-07-27,04:05,Perrier,Collision à Guichard-sur-Pires,Murs et sol endommagés,True,2,suspicieux,0,False,False
295,48,48,automobile,Diane,Descamps,Commerçant,+33 (0)3 54 96 99 95,maggiemorin@example.org,"19, avenue Virginie Camus",dégât des eaux,2024-11-03,07:50,Dumont-sur-Mer,Vol d’objets à Pichonboeuf,Pare-chocs endommagé,True,0,suspicieux,0,False,False
296,24,95,santé,Anouk,Guillet,Enseignant,05 65 77 38 14,zcolas@example.com,"65, avenue de Ferrand",dégât des eaux,2024-07-30,10:58,BoucherVille,Collision à Lebrun-sur-Parent,Frais médicaux,True,1,suspicieux,0,False,False
297,14,100,responsabilité civile,Astrid,Lamy,Enseignant,0253838648,courtoischristelle@example.com,"853, boulevard Camus",incendie,2024-12-02,04:00,Fernandez,Maladie grave diagnostiquée,Pare-chocs endommagé,False,3,suspicieux,0,False,False
298,25,31,habitation,Julie,Albert,Ingénieur,+33 4 90 31 97 81,garciamarguerite@example.org,avenue Arnaude Jean,dégât des eaux,2024-07-03,21:43,Lecoq,Maladie grave diagnostiquée,Murs et sol endommagés,True,2,suspicieux,0,True,False
299,9,66,transport,Luc,Guyot,Enseignant,0148033121,leroymanon@example.org,boulevard Diallo,incendie,2024-12-10,11:22,Maillet,Inondation à Saint Frédéric-les-Bains,Frais médicaux,True,2,suspicieux,0,False,False
300,38,54,santé,Martine,Allain,Ingénieur,+33 (0)5 81 60 54 68,gabriellabbe@example.org,"961, rue Loiseau",maladie,2024-06-30,02:21,Sainte Guy,Inondation à Saint Céline,Murs et sol endommagés,False,2,valide,4285,True,False
301,12,68,santé,Laure,Boulay,Enseignant,+33 (0)2 33 32 47 60,qrocher@example.net,"96, boulevard Laurent",incendie,2024-08-10,06:35,Girard-sur-Julien,Inondation à Saint Odette,Bijoux volés,True,3,suspicieux,0,False,False
302,6,88,professionnelle,Constance,Blondel,Chauffeur,+33 5 31 12 85 72,de-sousagerard@example.com,"8, avenue de Paul",incendie,2024-10-21,11:04,Vallet-les-Bains,Inondation à Louis,Bijoux volés,True,1,suspicieux,0,False,False
303,16,39,automobile,Charlotte,Marin,Enseignant,+33 (0)5 16 08 82 98,fmunoz@example.org,"60, rue de Marion",maladie,2024-07-10,07:39,Martineau,Incendie dans une maison à Neveuboeuf,Murs et sol endommagés,True,0,suspicieux,0,False,False
304,32,71,voyage,Thérèse,Hoarau,Commerçant,+33 4 79 05 56 32,imartin@example.com,"6, rue Émilie Roger",vol,2024-06-29,18:14,Vasseur,Maladie grave diagnostiquée,Bijoux volés,True,3,suspicieux,0,False,False
305,6,55,voyage,Victor,Maury,Enseignant,04 79 51 01 32,claudinechauvet@example.net,"49, rue de Collet",vol,2024-09-01,19:08,FoucherBourg,Incident non précisé,Dommages divers,True,0,suspicieux,0,False,False
306,42,45,automobile,Étienne,Traore,Enseignant,+33 4 91 12 02 79,de-sousagilbert@example.net,"78, chemin de Ferrand",incendie,2024-11-15,11:08,Guibert,Vol d’objets à Carpentier,Bijoux volés,True,0,suspicieux,0,False,False
307,34,18,professionnelle,Michelle,Buisson,Enseignant,+33 7 91 17 17 59,rbonneau@example.org,"82, rue Schneider",dégât des eaux,2024-09-15,09:55,Gérard-les-Bains,Collision à Salmon,Frais médicaux,False,1,suspicieux,0,False,False
308,20,15,professionnelle,Alex,Loiseau,Ingénieur,04 20 52 22 62,zbrunel@example.org,"752, chemin Gabrielle Rossi",dégât des eaux,2025-01-23,01:22,Antoine,Inondation à Saint Olivierboeuf,Bijoux volés,False,2,suspicieux,0,False,False
309,45,80,santé,Patrick,Gomez,Chauffeur,0339333248,durandchristine@example.org,"10, boulevard de Pires",maladie,2024-10-20,22:08,Sainte Claudinenec,Incident non précisé,Dommages divers,True,0,suspicieux,0,True,False
310,3,23,professionnelle,Élodie,Philippe,Médecin,0536436539,jperrot@example.org,"23, rue Sanchez",incendie,2024-10-12,19:14,Bouvier,Vol d’objets à Guérin,Frais médicaux,True,1,suspicieux,0,False,False
311,24,10,responsabilité civile,Édith,Jean,Commerçant,+33 2 50 14 39 46,morenolucas@example.org,"996, rue Duval",accident,2024-08-25,11:55,Bourdon-sur-Mer,Inondation à Rodriguez,Murs et sol endommagés,False,0,suspicieux,0,True,False
312,38,71,santé,Simone,Cousin,Commerçant,04 26 61 08 17,xhardy@example.net,"2, rue Parent",incendie,2024-09-09,17:32,Lombard-sur-Lucas,Incendie dans une maison à Leroy-sur-Mer,Mobilier brûlé,False,3,suspicieux,0,False,False
313,37,31,santé,Virginie,Thierry,Médecin,+33 (0)2 53 33 78 31,bouvetfrederic@example.net,"730, rue de Lamy",vol,2024-07-08,18:31,Bonnet,Incident non précisé,Bijoux volés,True,2,suspicieux,0,False,True
314,21,22,responsabilité civile,Josette,Roussel,Chauffeur,+33 (0)1 49 81 16 41,hlaurent@example.com,"995, rue de Mercier",vol,2024-08-08,14:47,BodinVille,Maladie grave diagnostiquée,Bijoux volés,True,1,suspicieux,0,False,False
315,8,24,voyage,Gérard,Carpentier,Commerçant,0156831672,francoisemasson@example.org,"7, chemin de Boucher",dégât des eaux,2024-10-21,17:53,Rouxdan,Collision à VincentBourg,Pare-chocs endommagé,False,1,suspicieux,0,False,False
316,22,92,voyage,Patrick,Pineau,Médecin,0367824456,marguerite52@example.net,"4, rue Leleu",vol,2025-03-07,09:22,Baron,Collision à Martin,Frais médicaux,False,3,suspicieux,0,False,False
317,45,53,santé,Colette,Gros,Chauffeur,+33 (0)7 90 63 32 20,beckerzacharie@example.net,"291, rue Lebreton",dégât des eaux,2025-05-09,16:58,Thibault,Maladie grave diagnostiquée,Murs et sol endommagés,True,2,suspicieux,0,False,False
318,37,59,voyage,Philippe,Normand,Enseignant,+33 (0)3 61 83 71 24,rriou@example.net,"5, rue de Fournier",incendie,2024-12-29,16:48,De Oliveira-la-Forêt,Inondation à Valette,Bijoux volés,True,3,suspicieux,0,False,False
319,21,73,automobile,Catherine,Pasquier,Commerçant,+33 6 99 85 70 98,maillardmaurice@example.org,rue Besnard,accident,2024-07-14,10:11,Sainte Laurence,Maladie grave diagnostiquée,Murs et sol endommagés,False,0,suspicieux,0,True,False
320,20,84,responsabilité civile,Laure,Hervé,Commerçant,0254847000,fabrejules@example.org,"327, rue Jacquet",maladie,2024-10-13,00:22,Marty,Inondation à Saint Nathalie,Pare-chocs endommagé,True,2,suspicieux,0,False,False
321,23,36,professionnelle,Andrée,Didier,Ingénieur,+33 (0)2 21 49 48 22,isabelle27@example.org,"261, chemin Courtois",maladie,2025-05-31,17:20,RémyVille,Collision à Chrétien,Dommages divers,True,1,suspicieux,0,False,True
322,18,77,automobile,Nathalie,Gimenez,Ingénieur,02 97 45 54 74,martheberthelot@example.net,"72, boulevard Valette",accident,2025-02-02,15:52,Bèguedan,Incident non précisé,Dommages divers,False,0,suspicieux,0,True,False
323,12,79,responsabilité civile,Bertrand,Parent,Ingénieur,+33 3 62 78 87 18,deschampsmichelle@example.com,"21, rue Lombard",maladie,2024-12-02,20:01,Saint Nicole,Incendie dans une maison à Saint Margaretboeuf,Mobilier brûlé,False,0,suspicieux,0,False,False
324,33,68,habitation,Daniel,Martin,Commerçant,+33 6 45 95 46 99,noemi29@example.com,"4, boulevard de Roche",vol,2025-01-25,02:07,Lesageboeuf,Incendie dans une maison à Saint Augustenec,Murs et sol endommagés,False,3,suspicieux,0,True,False
325,26,55,professionnelle,Édith,Grégoire,Ingénieur,+33 (0)1 45 49 94 38,gillescharrier@example.org,"4, chemin de Bertin",accident,2024-12-07,12:06,Sainte MargotBourg,Incendie dans une maison à Hervé,Mobilier brûlé,True,1,suspicieux,0,False,False
326,12,81,santé,Nathalie,Buisson,Chauffeur,0494911333,evrardalphonse@example.org,"99, rue de Pottier",vol,2025-01-11,21:21,Daniel,Incident non précisé,Dommages divers,True,0,suspicieux,0,False,False
327,45,75,voyage,Jean,Leleu,Médecin,+33 (0)6 36 92 88 39,cohenyves@example.net,"55, rue Rémy Evrard",incendie,2024-07-17,04:10,Lemaire-sur-Jacques,Maladie grave diagnostiquée,Pare-chocs endommagé,False,3,suspicieux,0,False,False
328,10,63,professionnelle,Antoinette,Carlier,Commerçant,+33 (0)4 73 09 87 84,martine64@example.org,"14, rue Rossi",accident,2024-12-28,05:11,Saint Tristan,Collision à Saint Alexboeuf,Mobilier brûlé,True,1,suspicieux,0,False,False
329,48,24,santé,René,Laine,Enseignant,+33 (0)4 34 19 21 24,maurice49@example.com,"69, avenue Raymond",maladie,2025-02-21,16:14,Sainte Théodore,Incident non précisé,Dommages divers,True,2,suspicieux,0,True,False
330,22,46,responsabilité civile,Michelle,Descamps,Chauffeur,0450633534,henriette94@example.org,"18, avenue Inès Morel",maladie,2024-10-24,07:43,Besnard,Inondation à Martel-sur-Lévêque,Bijoux volés,True,1,suspicieux,0,False,False
331,19,17,professionnelle,Thomas,Weiss,Médecin,02 28 84 01 07,dcharpentier@example.org,"71, chemin de Hervé",dégât des eaux,2025-04-15,17:00,Bonnin-les-Bains,Maladie grave diagnostiquée,Mobilier brûlé,True,0,suspicieux,0,False,False
332,26,80,santé,Adèle,Hamon,Commerçant,+33 (0)5 55 87 94 37,adelaide85@example.org,"26, avenue Carpentier",dégât des eaux,2025-01-14,15:10,Sainte WilliamBourg,Maladie grave diagnostiquée,Mobilier brûlé,True,3,suspicieux,0,False,False
333,12,8,automobile,Raymond,Dupuy,Médecin,0471217985,allardmarc@example.net,"45, avenue Philippine Navarro",maladie,2025-06-19,08:27,Dos Santosdan,Collision à Hoareau,Frais médicaux,False,2,suspicieux,0,False,True
334,35,71,habitation,Raymond,Courtois,Enseignant,02 34 40 17 26,henriette54@example.org,rue de Lemaire,accident,2025-06-15,18:46,Lebreton,Collision à Jean-sur-Bonnet,Mobilier brûlé,True,0,suspicieux,0,False,False
335,13,25,habitation,Olivie,Lévy,Médecin,+33 (0)4 82 85 50 38,royeradrienne@example.com,"8, avenue de Barthelemy",dégât des eaux,2024-08-28,05:12,Le Goff,Collision à Perretboeuf,Frais médicaux,True,0,suspicieux,0,True,False
336,14,39,professionnelle,Louise,Rolland,Chauffeur,+33 1 58 59 59 14,coulonlucy@example.org,"84, rue Isabelle Carpentier",maladie,2024-08-12,03:51,Rossi,Maladie grave diagnostiquée,Murs et sol endommagés,True,2,suspicieux,0,False,False
337,39,34,professionnelle,Roland,Gérard,Chauffeur,+33 (0)6 37 08 26 54,rivierearthur@example.com,"97, rue Mace",maladie,2024-12-25,10:36,Henryboeuf,Incident non précisé,Dommages divers,True,3,suspicieux,0,False,False
338,23,86,voyage,Émile,Moreau,Enseignant,0698626904,thomasrenault@example.com,"53, avenue Delattre",vol,2024-12-16,18:19,Lévêque,Maladie grave diagnostiquée,Bijoux volés,True,0,suspicieux,0,False,True
339,47,11,voyage,Roger,Roche,Enseignant,02 49 34 53 66,lucymoreau@example.org,rue René Berger,dégât des eaux,2025-02-16,13:19,Fernandezboeuf,Maladie grave diagnostiquée,Bijoux volés,True,3,suspicieux,0,False,False
